Date,Price
2016-02-28,0.0002526712853475
2016-02-29,0.0002482826472606
2016-03-01,0.0002470002764075
2016-03-02,0.0002415571099358
2016-03-03,0.0002415038070175
2016-03-04,0.0002362248228344
2016-03-05,0.0002196600970542
2016-03-06,0.0002188074388181
2016-03-07,0.0002286030666856
2016-03-08,0.000219460086342
2016-03-09,0.0002259894750028
2016-03-10,0.0002435462588917
2016-03-11,0.0002396679291046
2016-03-12,0.0002343994713127
2016-03-13,0.0002424337994669
2016-03-14,0.0002348884441873
2016-03-15,0.0002301369763449
2016-03-16,0.0002273041481719
2016-03-17,0.00022135304811
2016-03-18,0.0002115980343025
2016-03-19,0.0002180057784355
2016-03-20,0.000210447665884
2016-03-21,0.0002122345880488
2016-03-22,0.000212504196377
2016-03-23,0.0002132461610415
2016-03-24,0.0002125088931447
2016-03-25,0.0002132659102268
2016-03-26,0.0002119994273486
2016-03-27,0.0002142930073334
2016-03-28,0.0002136150277051
2016-03-29,0.0002558989917399
2016-03-30,0.0002310050414081
2016-03-31,0.0002323232512103
2016-04-01,0.0002230795223985
2016-04-02,0.0002257621962414
2016-04-03,0.0002213442920161
2016-04-04,0.0002212012229273
2016-04-05,0.0002131944985632
2016-04-06,0.0002132080472958
2016-04-07,0.0002077684147705
2016-04-08,0.0002102753350383
2016-04-09,0.0002108034992001
2016-04-10,0.0002026348904122
2016-04-11,0.0002112705276748
2016-04-12,0.0002289337994929
2016-04-13,0.0002349062879696
2016-04-14,0.0002298278842141
2016-04-15,0.000233103381868
2016-04-16,0.0002294840158552
2016-04-17,0.0002273340952061
2016-04-18,0.0002204827826244
2016-04-19,0.0002219060926501
2016-04-20,0.000226038078805
2016-04-21,0.0002272973072417
2016-04-22,0.0002257289327121
2016-04-23,0.0002238846755296
2016-04-24,0.0002288712076058
2016-04-25,0.0002313459947057
2016-04-26,0.0002337844418762
2016-04-27,0.0002249807433851
2016-04-28,0.0002288714008384
2016-04-29,0.0002303632014797
2016-04-30,0.0002278039687507
2016-05-01,0.0002259073148247
2016-05-02,0.0002296561524416
2016-05-03,0.0002270767262314
2016-05-04,0.0002264149140782
2016-05-05,0.0002229600324571
2016-05-06,0.0002231984347477
2016-05-07,0.0002246212983621
2016-05-08,0.0002232880560471
2016-05-09,0.0002242927694747
2016-05-10,0.0002220121238568
2016-05-11,0.0002240361347611
2016-05-12,0.0002352467377522
2016-05-13,0.0002349735586212
2016-05-14,0.0002334100706364
2016-05-15,0.00023217708115
2016-05-16,0.000228853729366
2016-05-17,0.0002254541162412
2016-05-18,0.0002262629093629
2016-05-19,0.00022461581232
2016-05-20,0.0002265598423194
2016-05-21,0.0002261646076
2016-05-22,0.0002228110060152
2016-05-23,0.0002228370863674
2016-05-24,0.0002231954225029
2016-05-25,0.0002212462884652
2016-05-26,0.0002267618731343
2016-05-27,0.0002215172121282
2016-05-28,0.0002182821914355
2016-05-29,0.0002215914473464
2016-05-30,0.0002288165476306
2016-05-31,0.0002270151092181
2016-06-01,0.0002328691078406
2016-06-02,0.0002303276502648
2016-06-03,0.000238059312048
2016-06-04,0.0002377310870491
2016-06-05,0.0002353625544166
2016-06-06,0.0002331322557743
2016-06-07,0.0002389723610088
2016-06-08,0.0002452635699146
